20220102 183200;1.263620;1.263670;1.263610;1.263620;0
20220102 183300;1.263600;1.263640;1.263520;1.263620;0
20220102 183400;1.263630;1.263640;1.263630;1.263640;0
20220102 183500;1.263630;1.263710;1.263620;1.263640;0
20220102 183600;1.263640;1.263640;1.263590;1.263590;0
20220102 183700;1.263600;1.263630;1.263600;1.263620;0
20220102 183800;1.263610;1.263620;1.263560;1.263590;0
20220102 183900;1.263600;1.263690;1.263600;1.263690;0
20220102 184000;1.263700;1.263960;1.263700;1.263910;0
20220102 184100;1.263870;1.263870;1.263870;1.263870;0
20220102 184200;1.263860;1.263900;1.263860;1.263900;0
20220102 184300;1.263910;1.264170;1.263890;1.264140;0
20220102 184400;1.264140;1.264300;1.264140;1.264260;0
20220102 184500;1.264250;1.264350;1.264250;1.264350;0
20220102 184600;1.264350;1.264350;1.264270;1.264270;0
20220102 184700;1.264290;1.264460;1.264290;1.264460;0
20220102 184800;1.264450;1.264510;1.264430;1.264510;0
20220102 184900;1.264500;1.264510;1.264410;1.264460;0
20220102 185000;1.264470;1.264510;1.264440;1.264490;0
20220102 185100;1.264530;1.264530;1.264470;1.264520;0
20220102 185200;1.264530;1.264580;1.264530;1.264570;0
20220102 185300;1.264590;1.264830;1.264570;1.264820;0
20220102 185400;1.264830;1.264840;1.264820;1.264830;0
20220102 185500;1.264900;1.265130;1.264900;1.264990;0
20220102 185600;1.264980;1.265160;1.264980;1.265100;0
20220102 185700;1.265140;1.265590;1.265140;1.265560;0
20220102 185800;1.265580;1.265740;1.265580;1.265710;0
20220102 185900;1.265710;1.265950;1.265690;1.265900;0
20220102 190000;1.265880;1.265880;1.265660;1.265730;0
20220102 190100;1.265750;1.265770;1.265660;1.265740;0
20220102 190200;1.265760;1.265830;1.265660;1.265660;0
20220102 190300;1.265670;1.265670;1.265430;1.265470;0
20220102 190400;1.265460;1.265460;1.265270;1.265340;0
20220102 190500;1.265370;1.265380;1.265360;1.265360;0
20220102 190600;1.265350;1.265380;1.265340;1.265340;0
20220102 190700;1.265340;1.265340;1.265230;1.265240;0
20220102 190800;1.265210;1.265250;1.265110;1.265110;0
20220102 190900;1.265120;1.265120;1.265040;1.265040;0
20220102 191000;1.265020;1.265020;1.264890;1.264910;0
20220102 191100;1.264930;1.264930;1.264760;1.264760;0
20220102 191200;1.264780;1.265060;1.264780;1.265040;0
20220102 191300;1.265070;1.265320;1.265070;1.265290;0
20220102 191400;1.265300;1.265350;1.265270;1.265290;0
20220102 191500;1.265320;1.265370;1.265260;1.265260;0
20220102 191600;1.265270;1.265310;1.265240;1.265290;0
20220102 191700;1.265270;1.265300;1.265220;1.265240;0
20220102 191800;1.265250;1.265330;1.265250;1.265320;0
20220102 191900;1.265320;1.265380;1.265310;1.265340;0
20220102 192000;1.265330;1.265330;1.265160;1.265170;0
20220102 192100;1.265170;1.265300;1.265120;1.265230;0
20220102 192200;1.265290;1.265290;1.265220;1.265240;0
20220102 192300;1.265230;1.265320;1.265230;1.265250;0
20220102 192400;1.265240;1.265250;1.265050;1.265050;0
20220102 192500;1.265030;1.265090;1.264960;1.265090;0
20220102 192600;1.265090;1.265260;1.265040;1.265260;0
20220102 192700;1.265250;1.265250;1.264990;1.265010;0
20220102 192800;1.265000;1.265040;1.264990;1.265040;0
20220102 192900;1.265040;1.265130;1.264990;1.265080;0
20220102 193000;1.265090;1.265140;1.265030;1.265090;0
20220102 193100;1.265080;1.265100;1.265030;1.265030;0
20220102 193200;1.265030;1.265110;1.265030;1.265090;0
20220102 193300;1.265120;1.265180;1.265120;1.265180;0
20220102 193400;1.265170;1.265360;1.265170;1.265290;0
20220102 193500;1.265300;1.265350;1.265280;1.265290;0
20220102 193600;1.265260;1.265260;1.265090;1.265090;0
20220102 193700;1.265090;1.265230;1.265090;1.265160;0
20220102 193800;1.265160;1.265170;1.265090;1.265170;0
20220102 193900;1.265170;1.265240;1.265170;1.265240;0
20220102 194000;1.265230;1.265250;1.265130;1.265160;0
20220102 194100;1.265170;1.265170;1.265090;1.265160;0
20220102 194200;1.265170;1.265210;1.265170;1.265210;0
20220102 194300;1.265190;1.265200;1.265120;1.265130;0
20220102 194400;1.265130;1.265130;1.265020;1.265040;0
20220102 194500;1.265040;1.265100;1.265000;1.265040;0
20220102 194600;1.265040;1.265170;1.265040;1.265150;0
20220102 194700;1.265180;1.265180;1.265080;1.265090;0
20220102 194800;1.265090;1.265180;1.265090;1.265150;0
20220102 194900;1.265160;1.265210;1.265140;1.265210;0
20220102 195000;1.265210;1.265220;1.265170;1.265210;0
20220102 195100;1.265230;1.265240;1.265150;1.265240;0
20220102 195200;1.265230;1.265250;1.265170;1.265250;0
20220102 195300;1.265250;1.265250;1.265240;1.265240;0
20220102 195400;1.265240;1.265270;1.265240;1.265270;0
20220102 195500;1.265270;1.265340;1.265240;1.265320;0
20220102 195600;1.265320;1.265330;1.265320;1.265330;0
20220102 195700;1.265320;1.265320;1.265230;1.265230;0
20220102 195800;1.265230;1.265350;1.265230;1.265240;0
20220102 195900;1.265240;1.265340;1.265240;1.265310;0
20220102 200000;1.265330;1.265340;1.265240;1.265330;0
20220102 200100;1.265350;1.265430;1.265330;1.265410;0
20220102 200200;1.265410;1.265430;1.265320;1.265330;0
20220102 200300;1.265320;1.265430;1.265320;1.265420;0
20220102 200400;1.265400;1.265410;1.265310;1.265330;0
20220102 200500;1.265310;1.265400;1.265300;1.265390;0
20220102 200600;1.265400;1.265400;1.265300;1.265320;0
20220102 200700;1.265320;1.265340;1.265240;1.265240;0
20220102 200800;1.265240;1.265240;1.265140;1.265160;0
20220102 200900;1.265150;1.265170;1.265060;1.265070;0
20220102 201000;1.265050;1.265170;1.265050;1.265150;0
20220102 201100;1.265150;1.265160;1.265120;1.265140;0
20220102 201200;1.265150;1.265180;1.264990;1.265000;0
20220102 201300;1.265000;1.265020;1.264970;1.264980;0
20220102 201400;1.264950;1.264950;1.264740;1.264780;0
20220102 201500;1.264790;1.264930;1.264740;1.264920;0
20220102 201600;1.264890;1.264890;1.264760;1.264770;0
20220102 201700;1.264710;1.264800;1.264670;1.264790;0
20220102 201800;1.264800;1.264800;1.264750;1.264750;0
20220102 201900;1.264760;1.264760;1.264610;1.264610;0
20220102 202000;1.264620;1.264630;1.264620;1.264630;0
20220102 202100;1.264600;1.264680;1.264600;1.264600;0
20220102 202200;1.264610;1.264610;1.264520;1.264540;0
20220102 202300;1.264540;1.264540;1.264540;1.264540;0
20220102 202400;1.264530;1.264540;1.264530;1.264540;0
20220102 202500;1.264490;1.264490;1.264450;1.264450;0
20220102 202600;1.264510;1.264630;1.264510;1.264630;0
20220102 202700;1.264620;1.264630;1.264620;1.264620;0
20220102 202800;1.264630;1.264630;1.264630;1.264630;0
20220102 202900;1.264620;1.264700;1.264540;1.264700;0
20220102 203000;1.264680;1.264700;1.264660;1.264690;0
20220102 203100;1.264700;1.264830;1.264690;1.264830;0
20220102 203200;1.264830;1.264870;1.264810;1.264860;0
20220102 203300;1.264870;1.264870;1.264780;1.264780;0
20220102 203400;1.264780;1.264950;1.264780;1.264940;0
20220102 203500;1.264980;1.265110;1.264980;1.265110;0
20220102 203600;1.265170;1.265350;1.265170;1.265350;0
20220102 203700;1.265370;1.265540;1.265370;1.265510;0
20220102 203800;1.265570;1.265590;1.265490;1.265490;0
20220102 203900;1.265490;1.265540;1.265480;1.265530;0
20220102 204000;1.265550;1.265880;1.265550;1.265710;0
20220102 204100;1.265730;1.265890;1.265720;1.265890;0
20220102 204200;1.265880;1.266140;1.265880;1.265980;0
20220102 204300;1.265970;1.265980;1.265890;1.265910;0
20220102 204400;1.265880;1.265900;1.265810;1.265820;0
20220102 204500;1.265840;1.266120;1.265840;1.266090;0
20220102 204600;1.266100;1.266240;1.266100;1.266240;0
20220102 204700;1.266290;1.266380;1.266230;1.266300;0
20220102 204800;1.266320;1.266350;1.266290;1.266290;0
20220102 204900;1.266290;1.266320;1.266200;1.266300;0
20220102 205000;1.266360;1.266380;1.266200;1.266200;0
20220102 205100;1.266180;1.266180;1.266050;1.266060;0
20220102 205200;1.266060;1.266230;1.266050;1.266220;0
20220102 205300;1.266220;1.266240;1.265900;1.265910;0
20220102 205400;1.265910;1.265970;1.265890;1.265940;0
20220102 205500;1.265980;1.266070;1.265960;1.265960;0
20220102 205600;1.265970;1.266000;1.265960;1.265980;0
20220102 205700;1.265980;1.266150;1.265970;1.266070;0
20220102 205800;1.266070;1.266230;1.266070;1.266210;0
20220102 205900;1.266230;1.266240;1.266120;1.266130;0
20220102 210000;1.266140;1.266200;1.266080;1.266090;0
20220102 210100;1.266130;1.266210;1.266120;1.266160;0
20220102 210200;1.266180;1.266240;1.266140;1.266240;0
20220102 210300;1.266290;1.266390;1.266280;1.266360;0
20220102 210400;1.266340;1.266340;1.266290;1.266330;0
20220102 210500;1.266320;1.266530;1.266320;1.266470;0
20220102 210600;1.266470;1.266960;1.266470;1.266950;0
20220102 210700;1.266960;1.267000;1.266600;1.266610;0
20220102 210800;1.266630;1.266750;1.266510;1.266750;0
20220102 210900;1.266750;1.266920;1.266730;1.266800;0
20220102 211000;1.266810;1.266820;1.266700;1.266710;0
20220102 211100;1.266630;1.266720;1.266540;1.266540;0
20220102 211200;1.266550;1.266580;1.266400;1.266510;0
20220102 211300;1.266480;1.266510;1.266430;1.266440;0
20220102 211400;1.266450;1.266540;1.266390;1.266530;0
20220102 211500;1.266530;1.266620;1.266510;1.266600;0
20220102 211600;1.266580;1.266580;1.266510;1.266520;0
20220102 211700;1.266550;1.266550;1.266540;1.266540;0
20220102 211800;1.266520;1.266520;1.266440;1.266440;0
20220102 211900;1.266460;1.266460;1.266360;1.266430;0
20220102 212000;1.266430;1.266450;1.266410;1.266440;0
20220102 212100;1.266460;1.266560;1.266460;1.266500;0
20220102 212200;1.266540;1.266610;1.266450;1.266450;0
20220102 212300;1.266470;1.266510;1.266450;1.266470;0
20220102 212400;1.266480;1.266480;1.266450;1.266470;0
20220102 212500;1.266460;1.266540;1.266460;1.266530;0
20220102 212600;1.266530;1.266530;1.266440;1.266470;0
20220102 212700;1.266480;1.266550;1.266480;1.266530;0
20220102 212800;1.266540;1.266550;1.266500;1.266500;0
20220102 212900;1.266480;1.266480;1.266460;1.266470;0
20220102 213000;1.266470;1.266470;1.266450;1.266460;0
20220102 213100;1.266470;1.266820;1.266430;1.266810;0
20220102 213200;1.266830;1.266830;1.266680;1.266780;0
20220102 213300;1.266720;1.266890;1.266720;1.266890;0
20220102 213400;1.266900;1.266910;1.266840;1.266860;0
20220102 213500;1.266860;1.266920;1.266770;1.266900;0
20220102 213600;1.266930;1.267110;1.266920;1.267110;0
20220102 213700;1.267130;1.267200;1.267130;1.267130;0
20220102 213800;1.267120;1.267150;1.267080;1.267090;0
20220102 213900;1.267090;1.267320;1.267090;1.267320;0
20220102 214000;1.267320;1.267320;1.267210;1.267220;0
20220102 214100;1.267220;1.267220;1.267040;1.267050;0
20220102 214200;1.267030;1.267030;1.266870;1.266870;0
20220102 214300;1.266870;1.266910;1.266830;1.266830;0
20220102 214400;1.266830;1.266870;1.266820;1.266830;0
20220102 214500;1.266810;1.266810;1.266660;1.266690;0
20220102 214600;1.266670;1.266710;1.266630;1.266630;0
20220102 214700;1.266620;1.266930;1.266620;1.266920;0
20220102 214800;1.266910;1.267010;1.266900;1.266970;0
20220102 214900;1.266970;1.267280;1.266970;1.267270;0
20220102 215000;1.267230;1.267230;1.267100;1.267180;0
20220102 215100;1.267180;1.267210;1.267160;1.267190;0
20220102 215200;1.267190;1.267280;1.267190;1.267240;0
20220102 215300;1.267230;1.267270;1.267180;1.267230;0
20220102 215400;1.267260;1.267260;1.267230;1.267230;0
20220102 215500;1.267230;1.267280;1.267230;1.267280;0
20220102 215600;1.267260;1.267280;1.267260;1.267280;0
20220102 215700;1.267310;1.267330;1.267230;1.267290;0
20220102 215800;1.267290;1.267340;1.267290;1.267330;0
20220102 215900;1.267320;1.267320;1.267250;1.267250;0
20220102 220000;1.267240;1.267240;1.267140;1.267200;0
20220102 220100;1.267180;1.267180;1.267100;1.267100;0
20220102 220200;1.267100;1.267100;1.267010;1.267060;0
20220102 220300;1.267060;1.267060;1.267060;1.267060;0
20220102 220400;1.267080;1.267270;1.267070;1.267270;0
20220102 220500;1.267260;1.267270;1.267190;1.267240;0
20220102 220600;1.267230;1.267270;1.267210;1.267260;0
20220102 220700;1.267260;1.267340;1.267250;1.267340;0
20220102 220800;1.267340;1.267340;1.267340;1.267340;0
20220102 220900;1.267340;1.267410;1.267340;1.267370;0
20220102 221000;1.267390;1.267390;1.267370;1.267390;0
20220102 221100;1.267400;1.267540;1.267390;1.267540;0
20220102 221200;1.267550;1.267630;1.267530;1.267630;0
20220102 221300;1.267630;1.267630;1.267630;1.267630;0
20220102 221400;1.267640;1.267700;1.267610;1.267680;0
20220102 221500;1.267660;1.267910;1.267660;1.267850;0
20220102 221600;1.267880;1.267890;1.267740;1.267760;0
20220102 221700;1.267730;1.267780;1.267710;1.267750;0
20220102 221800;1.267740;1.267760;1.267740;1.267760;0
20220102 221900;1.267770;1.267810;1.267740;1.267740;0
20220102 222000;1.267730;1.267740;1.267680;1.267680;0
20220102 222100;1.267690;1.267720;1.267630;1.267630;0
20220102 222200;1.267610;1.267690;1.267580;1.267670;0
20220102 222300;1.267670;1.267700;1.267630;1.267670;0
20220102 222400;1.267660;1.267660;1.267580;1.267580;0
20220102 222500;1.267580;1.267620;1.267570;1.267590;0
20220102 222600;1.267590;1.267600;1.267570;1.267590;0
20220102 222700;1.267590;1.267630;1.267570;1.267620;0
20220102 222800;1.267630;1.267640;1.267600;1.267640;0
20220102 222900;1.267630;1.267710;1.267580;1.267660;0
20220102 223000;1.267680;1.267770;1.267670;1.267690;0
20220102 223100;1.267740;1.267760;1.267730;1.267730;0
20220102 223200;1.267730;1.267790;1.267730;1.267790;0
20220102 223300;1.267790;1.268090;1.267780;1.268070;0
20220102 223400;1.268070;1.268170;1.268070;1.268160;0
20220102 223500;1.268120;1.268250;1.268120;1.268240;0
20220102 223600;1.268250;1.268250;1.268210;1.268250;0
20220102 223700;1.268300;1.268330;1.268300;1.268320;0
20220102 223800;1.268320;1.268370;1.268310;1.268370;0
20220102 223900;1.268370;1.268470;1.268320;1.268470;0
20220102 224000;1.268470;1.268470;1.268430;1.268470;0
20220102 224100;1.268460;1.268470;1.268460;1.268460;0
20220102 224200;1.268470;1.268490;1.268450;1.268480;0
20220102 224300;1.268470;1.268470;1.268420;1.268420;0
20220102 224400;1.268390;1.268440;1.268280;1.268280;0
20220102 224500;1.268280;1.268280;1.268240;1.268240;0
20220102 224600;1.268240;1.268240;1.268230;1.268230;0
20220102 224700;1.268180;1.268230;1.268120;1.268160;0
20220102 224800;1.268150;1.268150;1.268100;1.268120;0
20220102 224900;1.268120;1.268130;1.268100;1.268110;0
20220102 225000;1.268080;1.268080;1.267890;1.267900;0
20220102 225100;1.267890;1.267890;1.267740;1.267830;0
20220102 225200;1.267820;1.267820;1.267680;1.267700;0
20220102 225300;1.267730;1.267730;1.267660;1.267660;0
20220102 225400;1.267640;1.267710;1.267610;1.267710;0
20220102 225500;1.267700;1.267810;1.267670;1.267810;0
20220102 225600;1.267830;1.267870;1.267750;1.267750;0
20220102 225700;1.267750;1.267800;1.267710;1.267780;0
20220102 225800;1.267780;1.267820;1.267690;1.267690;0
20220102 225900;1.267700;1.267780;1.267690;1.267780;0
20220102 230000;1.267740;1.267750;1.267660;1.267700;0
20220102 230100;1.267700;1.267910;1.267670;1.267770;0
20220102 230200;1.267750;1.267760;1.267730;1.267730;0
20220102 230300;1.267750;1.267780;1.267730;1.267770;0
20220102 230400;1.267760;1.267760;1.267570;1.267570;0
20220102 230500;1.267570;1.267570;1.267460;1.267490;0
20220102 230600;1.267450;1.267450;1.267320;1.267350;0
20220102 230700;1.267320;1.267340;1.267320;1.267340;0
20220102 230800;1.267330;1.267330;1.267190;1.267190;0
20220102 230900;1.267190;1.267190;1.267140;1.267170;0
20220102 231000;1.267170;1.267240;1.267170;1.267180;0
20220102 231100;1.267190;1.267190;1.267170;1.267190;0
20220102 231200;1.267160;1.267170;1.267160;1.267170;0
20220102 231300;1.267170;1.267180;1.267150;1.267180;0
20220102 231400;1.267170;1.267170;1.267150;1.267170;0
20220102 231500;1.267180;1.267220;1.267090;1.267090;0
20220102 231600;1.267090;1.267090;1.267090;1.267090;0
20220102 231700;1.267090;1.267100;1.267090;1.267100;0
20220102 231800;1.267090;1.267100;1.266930;1.266930;0
20220102 231900;1.266940;1.266990;1.266940;1.266970;0
20220102 232000;1.266960;1.266970;1.266960;1.266960;0
20220102 232100;1.266950;1.266950;1.266920;1.266920;0
20220102 232200;1.266930;1.267060;1.266930;1.267020;0
20220102 232300;1.267010;1.267040;1.267010;1.267030;0
20220102 232400;1.267070;1.267100;1.267060;1.267090;0
20220102 232500;1.267100;1.267100;1.267050;1.267050;0
20220102 232600;1.267010;1.267010;1.266960;1.266970;0
20220102 232700;1.266960;1.266990;1.266920;1.266950;0
20220102 232800;1.266950;1.266970;1.266930;1.266940;0
20220102 232900;1.266950;1.266960;1.266930;1.266930;0
20220102 233000;1.266930;1.266980;1.266930;1.266970;0
20220102 233100;1.266990;1.266990;1.266950;1.266950;0
20220102 233200;1.266940;1.266940;1.266930;1.266940;0
20220102 233300;1.266940;1.266970;1.266940;1.266940;0
20220102 233400;1.267020;1.267080;1.267010;1.267040;0
20220102 233500;1.267010;1.267020;1.267000;1.267020;0
20220102 233600;1.267010;1.267020;1.267010;1.267020;0
20220102 233700;1.267010;1.267100;1.267000;1.267100;0
20220102 233800;1.267100;1.267100;1.267100;1.267100;0
20220102 233900;1.267080;1.267090;1.267070;1.267070;0
20220102 234000;1.267060;1.267060;1.267010;1.267030;0
20220102 234100;1.267030;1.267060;1.267030;1.267050;0
20220102 234200;1.267040;1.267070;1.267040;1.267050;0
20220102 234300;1.267090;1.267120;1.267050;1.267120;0
20220102 234400;1.267120;1.267300;1.267110;1.267300;0
20220102 234500;1.267300;1.267310;1.267270;1.267310;0
20220102 234600;1.267310;1.267460;1.267310;1.267460;0
20220102 234700;1.267460;1.267520;1.267420;1.267420;0
20220102 234800;1.267420;1.267470;1.267420;1.267460;0
20220102 234900;1.267430;1.267470;1.267410;1.267450;0
20220102 235000;1.267460;1.267600;1.267440;1.267600;0
20220102 235100;1.267640;1.267850;1.267640;1.267850;0
20220102 235200;1.267850;1.267920;1.267820;1.267920;0
20220102 235300;1.267900;1.267950;1.267900;1.267920;0
20220102 235400;1.267900;1.267960;1.267850;1.267850;0
20220102 235500;1.267830;1.267940;1.267830;1.267940;0
20220102 235600;1.267940;1.267940;1.267900;1.267900;0
20220102 235700;1.267890;1.267890;1.267730;1.267830;0
20220102 235800;1.267830;1.267870;1.267780;1.267790;0
20220102 235900;1.267790;1.267790;1.267540;1.267580;0
20220103 000000;1.267580;1.267630;1.267550;1.267600;0
20220103 000100;1.267590;1.267660;1.267590;1.267640;0
20220103 000200;1.267680;1.267730;1.267650;1.267650;0
20220103 000300;1.267640;1.267650;1.267580;1.267630;0
20220103 000400;1.267630;1.267660;1.267570;1.267590;0
20220103 000500;1.267640;1.267650;1.267580;1.267650;0
20220103 000600;1.267650;1.267680;1.267650;1.267680;0
20220103 000700;1.267660;1.267660;1.267650;1.267650;0
20220103 000800;1.267670;1.267740;1.267660;1.267730;0
20220103 000900;1.267730;1.267910;1.267730;1.267900;0
20220103 001000;1.267900;1.267910;1.267900;1.267910;0
20220103 001100;1.267910;1.268000;1.267910;1.268000;0
20220103 001200;1.267970;1.267980;1.267970;1.267980;0
20220103 001300;1.267970;1.267970;1.267920;1.267920;0
20220103 001400;1.267920;1.267930;1.267880;1.267880;0
20220103 001500;1.267860;1.267860;1.267800;1.267830;0
20220103 001700;1.267820;1.267820;1.267810;1.267810;0
20220103 001800;1.267820;1.267820;1.267710;1.267730;0
20220103 001900;1.267710;1.267840;1.267710;1.267840;0
20220103 002000;1.267830;1.267830;1.267830;1.267830;0
20220103 002100;1.267860;1.267910;1.267660;1.267660;0
20220103 002200;1.267660;1.267730;1.267660;1.267670;0
20220103 002300;1.267670;1.267790;1.267670;1.267750;0
20220103 002400;1.267760;1.267820;1.267750;1.267820;0
20220103 002500;1.267800;1.267830;1.267790;1.267830;0
20220103 002600;1.267910;1.267910;1.267870;1.267890;0
20220103 002700;1.267880;1.267980;1.267850;1.267970;0
20220103 002800;1.267970;1.268030;1.267970;1.268000;0
20220103 002900;1.268010;1.268080;1.267990;1.268050;0
20220103 003000;1.268060;1.268080;1.268000;1.268080;0
20220103 003100;1.268070;1.268070;1.268030;1.268060;0
20220103 003200;1.268070;1.268070;1.267970;1.267970;0
20220103 003300;1.267970;1.267990;1.267950;1.267980;0
20220103 003400;1.268000;1.268000;1.268000;1.268000;0
20220103 003500;1.267990;1.268010;1.267970;1.267980;0
20220103 003600;1.267980;1.268030;1.267980;1.267990;0
20220103 003700;1.267980;1.267980;1.267980;1.267980;0
20220103 003800;1.268020;1.268110;1.268020;1.268050;0
20220103 003900;1.268030;1.268070;1.268010;1.268010;0
20220103 004000;1.268020;1.268020;1.268000;1.268020;0
20220103 004100;1.268020;1.268020;1.267920;1.267920;0
20220103 004200;1.267930;1.267930;1.267810;1.267830;0
20220103 004300;1.267830;1.267840;1.267790;1.267840;0
20220103 004400;1.267830;1.267830;1.267720;1.267720;0
20220103 004500;1.267710;1.267840;1.267700;1.267840;0
20220103 004600;1.267910;1.267950;1.267890;1.267910;0
20220103 004700;1.267910;1.267920;1.267880;1.267900;0
20220103 004800;1.267880;1.267880;1.267840;1.267840;0
20220103 004900;1.267840;1.267910;1.267820;1.267820;0
20220103 005000;1.267830;1.267870;1.267830;1.267840;0
20220103 005100;1.267850;1.267920;1.267850;1.267920;0
20220103 005200;1.267910;1.267920;1.267900;1.267910;0
20220103 005300;1.267920;1.267970;1.267920;1.267930;0
20220103 005400;1.267920;1.267940;1.267920;1.267940;0
20220103 005500;1.267920;1.267930;1.267900;1.267910;0
20220103 005600;1.267920;1.268000;1.267910;1.267990;0
20220103 005700;1.268030;1.268070;1.267980;1.268020;0
20220103 005800;1.268020;1.268150;1.267980;1.268150;0
20220103 005900;1.268130;1.268130;1.267910;1.267910;0
20220103 010000;1.267860;1.267860;1.267760;1.267760;0
20220103 010100;1.267770;1.267790;1.267580;1.267700;0
20220103 010200;1.267690;1.267690;1.267650;1.267670;0
20220103 010300;1.267670;1.267680;1.267590;1.267590;0
20220103 010400;1.267580;1.267600;1.267500;1.267500;0
20220103 010500;1.267490;1.267510;1.267490;1.267490;0
20220103 010600;1.267510;1.267600;1.267500;1.267580;0
20220103 010700;1.267580;1.267630;1.267580;1.267600;0
20220103 010800;1.267640;1.267710;1.267640;1.267700;0
20220103 010900;1.267710;1.267920;1.267700;1.267900;0
20220103 011000;1.267910;1.268010;1.267910;1.268000;0
20220103 011100;1.268040;1.268070;1.268010;1.268070;0
20220103 011200;1.268060;1.268060;1.267950;1.267950;0
20220103 011300;1.267980;1.268160;1.267980;1.268150;0
20220103 011400;1.268140;1.268170;1.268100;1.268170;0
20220103 011500;1.268150;1.268160;1.268110;1.268120;0
20220103 011600;1.268150;1.268200;1.268150;1.268160;0
20220103 011700;1.268140;1.268200;1.268130;1.268160;0
20220103 011800;1.268170;1.268270;1.268170;1.268220;0
20220103 011900;1.268210;1.268210;1.268130;1.268150;0
20220103 012000;1.268140;1.268170;1.268140;1.268150;0
